Virus_Name	Variant	EPI_ISL_ID
hCoV-19/USA/WA-S17771/2022	Omicron	EPI_ISL_9638388
hCoV-19/USA/WA-S17942/2022	Omicron	EPI_ISL_9881539
hCoV-19/USA/WA-S17943/2022	Omicron	EPI_ISL_9881799
hCoV-19/USA/WA-S17884/2022	Omicron	EPI_ISL_9881472
hCoV-19/USA/WA-S17782/2022	Omicron	EPI_ISL_9638399
hCoV-19/USA/WA-S17767/2022	Omicron	EPI_ISL_9638384
hCoV-19/USA/WA-S17763/2022	Omicron	EPI_ISL_9638380
hCoV-19/USA/WA-S17879/2022	Omicron	EPI_ISL_9881813
hCoV-19/USA/WA-S17948/2022	Omicron	EPI_ISL_9881541
hCoV-19/USA/WA-S17761/2022	Omicron	EPI_ISL_9638378
hCoV-19/USA/WA-S17936/2022	Omicron	EPI_ISL_9881796
hCoV-19/USA/WA-S17770/2022	Omicron	EPI_ISL_9638387
hCoV-19/USA/WA-S17766/2022	Omicron	EPI_ISL_9638383
hCoV-19/USA/WA-S17758/2022	Omicron	EPI_ISL_9638375
hCoV-19/USA/WA-S17776/2022	Omicron	EPI_ISL_9638393
hCoV-19/USA/WA-S17757/2022	Omicron	EPI_ISL_9638374
hCoV-19/USA/WA-S17880/2022	Omicron	EPI_ISL_9881778
hCoV-19/USA/WA-S17780/2022	Omicron	EPI_ISL_9638397
hCoV-19/USA/WA-S17755/2022	Omicron	EPI_ISL_9638372
hCoV-19/USA/WA-S17944/2022	Omicron	EPI_ISL_9881789
hCoV-19/USA/WA-S17947/2022	Omicron	EPI_ISL_9881540
hCoV-19/USA/WA-S17777/2022	Omicron	EPI_ISL_9638394
hCoV-19/USA/WA-S18002/2022	Omicron	EPI_ISL_9881583
hCoV-19/USA/WA-S17760/2022	Omicron	EPI_ISL_9638377
hCoV-19/USA/WA-S17751/2022	Omicron	EPI_ISL_9638368
hCoV-19/USA/WA-S17762/2022	Omicron	EPI_ISL_9638379
hCoV-19/USA/WA-S17781/2022	Omicron	EPI_ISL_9638398
hCoV-19/USA/WA-S17765/2022	Omicron	EPI_ISL_9638382
hCoV-19/USA/WA-S18026/2022	Omicron	EPI_ISL_9881605
hCoV-19/USA/WA-S17969/2022	Omicron	EPI_ISL_9881811
hCoV-19/USA/WA-S17985/2022	Omicron	EPI_ISL_9881569
hCoV-19/USA/WA-S17933/2022	Omicron	EPI_ISL_9881532
hCoV-19/USA/WA-S17994/2022	Omicron	EPI_ISL_9881575
hCoV-19/USA/WA-S17974/2022	Omicron	EPI_ISL_9881562
hCoV-19/USA/WA-S17965/2022	Omicron	EPI_ISL_9881558
hCoV-19/USA/WA-S17967/2022	Omicron	EPI_ISL_9881797
hCoV-19/USA/WA-S17984/2022	Omicron	EPI_ISL_9881568
hCoV-19/USA/WA-S18054/2022	Omicron	EPI_ISL_9881800
hCoV-19/USA/WA-S17989/2022	Omicron	EPI_ISL_9881573
hCoV-19/USA/WA-S18056/2022	Omicron	EPI_ISL_9881625
hCoV-19/USA/WA-S17980/2022	Omicron	EPI_ISL_9881567
hCoV-19/USA/WA-S17935/2022	Omicron	EPI_ISL_9881762
hCoV-19/USA/WA-S17977/2022	Omicron	EPI_ISL_9881564
hCoV-19/USA/WA-S17941/2022	Omicron	EPI_ISL_9881538
hCoV-19/USA/WA-S17990/2022	Omicron	EPI_ISL_9881763
hCoV-19/USA/WA-S17979/2022	Omicron	EPI_ISL_9881566
hCoV-19/USA/WA-S17940/2022	Omicron	EPI_ISL_9881537
hCoV-19/USA/WA-S17975/2022	Omicron	EPI_ISL_9881803
hCoV-19/USA/WA-S17976/2022	Omicron	EPI_ISL_9881563
hCoV-19/USA/WA-S18025/2022	Omicron	EPI_ISL_9881604
hCoV-19/USA/WA-S17928/2022	Omicron	EPI_ISL_9881783
hCoV-19/USA/WA-S17929/2022	Omicron	EPI_ISL_9881529
hCoV-19/USA/WA-S17987/2022	Omicron	EPI_ISL_9881571
hCoV-19/USA/WA-S17926/2022	Omicron	EPI_ISL_9881527
hCoV-19/USA/WA-S17982/2022	Omicron	EPI_ISL_9881473
hCoV-19/USA/WA-S17964/2022	Omicron	EPI_ISL_9881557
hCoV-19/USA/WA-S17925/2022	Omicron	EPI_ISL_9881526
hCoV-19/USA/WA-S17981/2022	Omicron	EPI_ISL_9881810
hCoV-19/USA/WA-S17971/2022	Omicron	EPI_ISL_9881560
hCoV-19/USA/WA-S18053/2022	Omicron	EPI_ISL_9881623
hCoV-19/USA/WA-S18049/2022	Omicron	EPI_ISL_9881620
hCoV-19/USA/WA-S18116/2022	Omicron	EPI_ISL_9881676
hCoV-19/USA/WA-S17991/2022	Omicron	EPI_ISL_9881785
hCoV-19/USA/WA-S18052/2022	Omicron	EPI_ISL_9881791
hCoV-19/USA/WA-S18051/2022	Omicron	EPI_ISL_9881622
hCoV-19/USA/WA-S17963/2022	Omicron	EPI_ISL_9881556
hCoV-19/USA/WA-S17986/2022	Omicron	EPI_ISL_9881570
hCoV-19/USA/WA-S18117/2022	Omicron	EPI_ISL_9881677
hCoV-19/USA/WA-S18007/2022	Omicron	EPI_ISL_9881588
hCoV-19/USA/WA-S17931/2022	Omicron	EPI_ISL_9881531
hCoV-19/USA/WA-S17973/2022	Omicron	EPI_ISL_9881561
hCoV-19/USA/WA-S17992/2022	Omicron	EPI_ISL_9881574
hCoV-19/USA/WA-S18055/2022	Omicron	EPI_ISL_9881624
hCoV-19/USA/WA-S17993/2022	Omicron	EPI_ISL_9881809
hCoV-19/USA/WA-S17970/2022	Omicron	EPI_ISL_9881559
hCoV-19/USA/WA-S17927/2022	Omicron	EPI_ISL_9881528
hCoV-19/USA/WA-S17962/2022	Omicron	EPI_ISL_9881555
hCoV-19/USA/WA-S17972/2022	Omicron	EPI_ISL_9881792
hCoV-19/USA/WA-S18042/2022	Omicron	EPI_ISL_9881771
hCoV-19/USA/WA-S18036/2022	Omicron	EPI_ISL_9881794
hCoV-19/USA/WA-S18028/2022	Omicron	EPI_ISL_9881607
hCoV-19/USA/WA-S18058/2022	Omicron	EPI_ISL_9881790
hCoV-19/USA/WA-S18070/2022	Omicron	EPI_ISL_9881634
hCoV-19/USA/WA-S18041/2022	Omicron	EPI_ISL_9881615
hCoV-19/USA/WA-S18044/2022	Omicron	EPI_ISL_9881617
hCoV-19/USA/WA-S18050/2022	Omicron	EPI_ISL_9881621
hCoV-19/USA/WA-S18040/2022	Omicron	EPI_ISL_9881805
hCoV-19/USA/WA-S18069/2022	Omicron	EPI_ISL_9881633
hCoV-19/USA/WA-S18110/2022	Omicron	EPI_ISL_9881670
hCoV-19/USA/WA-S18075/2022	Omicron	EPI_ISL_9881638
hCoV-19/USA/WA-S18029/2022	Omicron	EPI_ISL_9881807
hCoV-19/USA/WA-S18034/2022	Omicron	EPI_ISL_9881611
hCoV-19/USA/WA-S18078/2022	Omicron	EPI_ISL_9881641
hCoV-19/USA/WA-S18057/2022	Omicron	EPI_ISL_9881786
hCoV-19/USA/WA-S18104/2022	Omicron	EPI_ISL_9881664
hCoV-19/USA/WA-S18113/2022	Omicron	EPI_ISL_9881673
hCoV-19/USA/WA-S18064/2022	Omicron	EPI_ISL_9881773
hCoV-19/USA/WA-S18061/2022	Omicron	EPI_ISL_9881628
hCoV-19/USA/WA-S18062/2022	Omicron	EPI_ISL_9881629
hCoV-19/USA/WA-S18031/2022	Omicron	EPI_ISL_9881609
hCoV-19/USA/WA-S18077/2022	Omicron	EPI_ISL_9881640
hCoV-19/USA/WA-S18068/2022	Omicron	EPI_ISL_9881632
hCoV-19/USA/WA-S18066/2022	Omicron	EPI_ISL_9881793
hCoV-19/USA/WA-S18046/2022	Omicron	EPI_ISL_9881618
hCoV-19/USA/WA-S18035/2022	Omicron	EPI_ISL_9881474
hCoV-19/USA/WA-S18045/2022	Omicron	EPI_ISL_9881772
hCoV-19/USA/WA-S18121/2022	Omicron	EPI_ISL_9881681
hCoV-19/USA/WA-S18067/2022	Omicron	EPI_ISL_9881631
hCoV-19/USA/WA-S18043/2022	Omicron	EPI_ISL_9881616
hCoV-19/USA/WA-S18105/2022	Omicron	EPI_ISL_9881665
hCoV-19/USA/WA-S18109/2022	Omicron	EPI_ISL_9881669
hCoV-19/USA/WA-S18124/2022	Omicron	EPI_ISL_9881476
hCoV-19/USA/WA-S18142/2022	Omicron	EPI_ISL_9881478
hCoV-19/USA/WA-S18125/2022	Omicron	EPI_ISL_9881477
hCoV-19/USA/WA-S18071/2022	Omicron	EPI_ISL_9881635
hCoV-19/USA/WA-S18072/2022	Omicron	EPI_ISL_9881636
hCoV-19/USA/WA-S18087/2022	Omicron	EPI_ISL_9881649
hCoV-19/USA/WA-S18076/2022	Omicron	EPI_ISL_9881639
hCoV-19/USA/WA-S18024/2022	Omicron	EPI_ISL_9881603
hCoV-19/USA/WA-S18106/2022	Omicron	EPI_ISL_9881666
hCoV-19/USA/WA-S18108/2022	Omicron	EPI_ISL_9881668
hCoV-19/USA/WA-S18103/2022	Omicron	EPI_ISL_9881663
hCoV-19/USA/WA-S18073/2022	Omicron	EPI_ISL_9881475
hCoV-19/USA/WA-S18107/2022	Omicron	EPI_ISL_9881667
hCoV-19/USA/WA-S18023/2022	Omicron	EPI_ISL_9881602
hCoV-19/USA/WA-S18324/2022	Omicron	EPI_ISL_10570943
hCoV-19/USA/WA-S18065/2022	Omicron	EPI_ISL_9881471
hCoV-19/USA/WA-S18048/2022	Omicron	EPI_ISL_9881619
hCoV-19/USA/WA-S18022/2022	Omicron	EPI_ISL_9881787
hCoV-19/USA/WA-S18037/2022	Omicron	EPI_ISL_9881612
hCoV-19/USA/WA-S18063/2022	Omicron	EPI_ISL_9881630
hCoV-19/USA/WA-S18112/2022	Omicron	EPI_ISL_9881672
hCoV-19/USA/WA-S18120/2022	Omicron	EPI_ISL_9881680
hCoV-19/USA/WA-S18047/2022	Omicron	EPI_ISL_9881759
hCoV-19/USA/WA-S18027/2022	Omicron	EPI_ISL_9881606
hCoV-19/USA/WA-S18039/2022	Omicron	EPI_ISL_9881614
hCoV-19/USA/WA-S18032/2022	Omicron	EPI_ISL_9881610
hCoV-19/USA/WA-S18143/2022	Omicron	EPI_ISL_9881804
hCoV-19/USA/WA-S18138/2022	Omicron	EPI_ISL_9881693
hCoV-19/USA/WA-S18295/2022	Omicron	EPI_ISL_10570916
hCoV-19/USA/WA-S18132/2022	Omicron	EPI_ISL_9881688
hCoV-19/USA/WA-S18297/2022	Omicron	EPI_ISL_10570918
hCoV-19/USA/WA-S18299/2022	Omicron	EPI_ISL_10570920
hCoV-19/USA/WA-S18294/2022	Omicron	EPI_ISL_10570915
hCoV-19/USA/WA-S18291/2022	Omicron	EPI_ISL_10570912
hCoV-19/USA/WA-S18130/2022	Omicron	EPI_ISL_9881686
hCoV-19/USA/WA-S18139/2022	Omicron	EPI_ISL_9881470
hCoV-19/USA/WA-S18151/2022	Omicron	EPI_ISL_9881780
hCoV-19/USA/WA-S18134/2022	Omicron	EPI_ISL_9881690
hCoV-19/USA/WA-S18128/2022	Omicron	EPI_ISL_9881814
hCoV-19/USA/WA-S18293/2022	Omicron	EPI_ISL_10570914
hCoV-19/USA/WA-S18149/2022	Omicron	EPI_ISL_9881698
hCoV-19/USA/WA-S18292/2022	Omicron	EPI_ISL_10570913
hCoV-19/USA/WA-S18131/2022	Omicron	EPI_ISL_9881687
hCoV-19/USA/WA-S18325/2022	Omicron	EPI_ISL_10570944
hCoV-19/USA/WA-S18141/2022	Omicron	EPI_ISL_9881695
hCoV-19/USA/WA-S18136/2022	Omicron	EPI_ISL_9881774
hCoV-19/USA/WA-S18298/2022	Omicron	EPI_ISL_10570919
hCoV-19/USA/WA-S18123/2022	Omicron	EPI_ISL_9881683
hCoV-19/USA/WA-S18145/2022	Omicron	EPI_ISL_9881696
hCoV-19/USA/WA-S18336/2022	Omicron	EPI_ISL_10570955
hCoV-19/USA/WA-S18135/2022	Omicron	EPI_ISL_9881691
hCoV-19/USA/WA-S18129/2022	Omicron	EPI_ISL_9881685
hCoV-19/USA/WA-S18146/2022	Omicron	EPI_ISL_9881784
hCoV-19/USA/WA-S18150/2022	Omicron	EPI_ISL_9881699
hCoV-19/USA/WA-S18133/2022	Omicron	EPI_ISL_9881689
hCoV-19/USA/WA-S18137/2022	Omicron	EPI_ISL_9881692
hCoV-19/USA/WA-S18300/2022	Omicron	EPI_ISL_10570921
hCoV-19/USA/WA-S18140/2022	Omicron	EPI_ISL_9881694
hCoV-19/USA/WA-S18335/2022	Omicron	EPI_ISL_10570954
hCoV-19/USA/WA-S18147/2022	Omicron	EPI_ISL_9881795
hCoV-19/USA/WA-S18122/2022	Omicron	EPI_ISL_9881682
hCoV-19/USA/WA-S18127/2022	Omicron	EPI_ISL_9881806
hCoV-19/USA/WA-S18296/2022	Omicron	EPI_ISL_10570917
hCoV-19/USA/WA-S18323/2022	Omicron	EPI_ISL_10570942
hCoV-19/USA/WA-S18126/2022	Omicron	EPI_ISL_9881684
hCoV-19/USA/WA-S18302/2022	Omicron	EPI_ISL_10570923
hCoV-19/USA/WA-S18334/2022	Omicron	EPI_ISL_10570953
hCoV-19/USA/WA-S18342/2022	Omicron	EPI_ISL_10570961
hCoV-19/USA/WA-S18331/2022	Omicron	EPI_ISL_10570950
hCoV-19/USA/WA-S18329/2022	Omicron	EPI_ISL_10570948
hCoV-19/USA/WA-S18332/2022	Omicron	EPI_ISL_10570951
hCoV-19/USA/WA-S18330/2022	Omicron	EPI_ISL_10570949
hCoV-19/USA/WA-S18327/2022	Omicron	EPI_ISL_10570946
hCoV-19/USA/WA-S18328/2022	Omicron	EPI_ISL_10570947
hCoV-19/USA/WA-S18333/2022	Omicron	EPI_ISL_10570952
hCoV-19/USA/WA-S18406/2022	Omicron	EPI_ISL_10571023
hCoV-19/USA/WA-S18401/2022	Omicron	EPI_ISL_10571018
hCoV-19/USA/WA-S18407/2022	Omicron	EPI_ISL_10571024
hCoV-19/USA/WA-S18403/2022	Omicron	EPI_ISL_10571020
hCoV-19/USA/WA-S18402/2022	Omicron	EPI_ISL_10571019
hCoV-19/USA/WA-S18399/2022	Omicron	EPI_ISL_10571016
hCoV-19/USA/WA-S18408/2022	Omicron	EPI_ISL_10571025
hCoV-19/USA/WA-S18405/2022	Omicron	EPI_ISL_10571022
hCoV-19/USA/WA-S18397/2022	Omicron	EPI_ISL_10571014
hCoV-19/USA/WA-S18404/2022	Omicron	EPI_ISL_10571021
hCoV-19/USA/WA-S18425/2022	Omicron	EPI_ISL_10571042
hCoV-19/USA/WA-S18418/2022	Omicron	EPI_ISL_10571035
hCoV-19/USA/WA-S18444/2022	Omicron	EPI_ISL_10571060
hCoV-19/USA/WA-S18400/2022	Omicron	EPI_ISL_10571017
hCoV-19/USA/WA-S18424/2022	Omicron	EPI_ISL_10571041
hCoV-19/USA/WA-S18448/2022	Omicron	EPI_ISL_10571064
hCoV-19/USA/WA-S18423/2022	Omicron	EPI_ISL_10571040
hCoV-19/USA/WA-S18398/2022	Omicron	EPI_ISL_10571015
hCoV-19/USA/WA-S18447/2022	Omicron	EPI_ISL_10571063
hCoV-19/USA/WA-S18452/2022	Omicron	EPI_ISL_10571068
hCoV-19/USA/WA-S18440/2022	Omicron	EPI_ISL_10571057
hCoV-19/USA/WA-S18426/2022	Omicron	EPI_ISL_10571043
hCoV-19/USA/WA-S18450/2022	Omicron	EPI_ISL_10571066
hCoV-19/USA/WA-S18446/2022	Omicron	EPI_ISL_10571062
hCoV-19/USA/WA-S18445/2022	Omicron	EPI_ISL_10571061
hCoV-19/USA/WA-S18434/2022	Omicron	EPI_ISL_10571051
hCoV-19/USA/WA-S18432/2022	Omicron	EPI_ISL_10571049
hCoV-19/USA/WA-S18429/2022	Omicron	EPI_ISL_10571046
hCoV-19/USA/WA-S18417/2022	Omicron	EPI_ISL_10571034
hCoV-19/USA/WA-S18455/2022	Omicron	EPI_ISL_10571071
hCoV-19/USA/WA-S18435/2022	Omicron	EPI_ISL_10571052
hCoV-19/USA/WA-S18419/2022	Omicron	EPI_ISL_10571036
hCoV-19/USA/WA-S18453/2022	Omicron	EPI_ISL_10571069
hCoV-19/USA/WA-S17798/2022	Omicron	EPI_ISL_9638415
hCoV-19/USA/WA-S18433/2022	Omicron	EPI_ISL_10571050
hCoV-19/USA/WA-S18437/2022	Omicron	EPI_ISL_10571054
hCoV-19/USA/WA-S18420/2022	Omicron	EPI_ISL_10571037
hCoV-19/USA/WA-S18439/2022	Omicron	EPI_ISL_10571056
hCoV-19/USA/WA-S17785/2022	Omicron	EPI_ISL_9638402
hCoV-19/USA/WA-S18442/2022	Omicron	EPI_ISL_10571059
hCoV-19/USA/WA-S18456/2022	Omicron	EPI_ISL_10571072
hCoV-19/USA/WA-S18438/2022	Omicron	EPI_ISL_10571055
hCoV-19/USA/WA-S18430/2022	Omicron	EPI_ISL_10571047
hCoV-19/USA/WA-S18428/2022	Omicron	EPI_ISL_10571045
hCoV-19/USA/WA-S18421/2022	Omicron	EPI_ISL_10571038
hCoV-19/USA/WA-S17786/2022	Omicron	EPI_ISL_9638403
hCoV-19/USA/WA-S18422/2022	Omicron	EPI_ISL_10571039
hCoV-19/USA/WA-S18441/2022	Omicron	EPI_ISL_10571058
hCoV-19/USA/WA-S18436/2022	Omicron	EPI_ISL_10571053
hCoV-19/USA/WA-S18451/2022	Omicron	EPI_ISL_10571067
hCoV-19/USA/WA-S18431/2022	Omicron	EPI_ISL_10571048
hCoV-19/USA/WA-S18466/2022	Omicron	EPI_ISL_10571082
hCoV-19/USA/WA-S17788/2022	Omicron	EPI_ISL_9638405
hCoV-19/USA/WA-S18460/2022	Omicron	EPI_ISL_10571076
hCoV-19/USA/WA-S18459/2022	Omicron	EPI_ISL_10571075
hCoV-19/USA/WA-S17799/2022	Omicron	EPI_ISL_9638416
hCoV-19/USA/WA-S17797/2022	Omicron	EPI_ISL_9638414
hCoV-19/USA/WA-S17791/2022	Omicron	EPI_ISL_9638408
hCoV-19/USA/WA-S17787/2022	Omicron	EPI_ISL_9638404
hCoV-19/USA/WA-S17794/2022	Omicron	EPI_ISL_9638411
hCoV-19/USA/WA-S18465/2022	Omicron	EPI_ISL_10571081
hCoV-19/USA/WA-S17800/2022	Omicron	EPI_ISL_9638417
hCoV-19/USA/WA-S18461/2022	Omicron	EPI_ISL_10571077
hCoV-19/USA/WA-S17796/2022	Omicron	EPI_ISL_9638413
hCoV-19/USA/WA-S18464/2022	Omicron	EPI_ISL_10571080
hCoV-19/USA/WA-S17789/2022	Omicron	EPI_ISL_9638406
hCoV-19/USA/WA-S18457/2022	Omicron	EPI_ISL_10571073
hCoV-19/USA/WA-S17793/2022	Omicron	EPI_ISL_9638410
hCoV-19/USA/WA-S18462/2022	Omicron	EPI_ISL_10571078
hCoV-19/USA/WA-S17783/2022	Omicron	EPI_ISL_9638400
hCoV-19/USA/WA-S17802/2022	Omicron	EPI_ISL_9638419
hCoV-19/USA/WA-S18477/2022	Omicron	EPI_ISL_10571093
hCoV-19/USA/WA-S17784/2022	Omicron	EPI_ISL_9638401
hCoV-19/USA/WA-S18458/2022	Omicron	EPI_ISL_10571074
hCoV-19/USA/WA-S17792/2022	Omicron	EPI_ISL_9638409
hCoV-19/USA/WA-S17795/2022	Omicron	EPI_ISL_9638412
hCoV-19/USA/WA-S17804/2022	Omicron	EPI_ISL_9638421
hCoV-19/USA/WA-S17805/2022	Omicron	EPI_ISL_9638422
hCoV-19/USA/WA-S17808/2022	Omicron	EPI_ISL_9638425
hCoV-19/USA/WA-S17806/2022	Omicron	EPI_ISL_9638423
hCoV-19/USA/WA-S18471/2022	Omicron	EPI_ISL_10571087
hCoV-19/USA/WA-S18467/2022	Omicron	EPI_ISL_10571083
hCoV-19/USA/WA-S18463/2022	Omicron	EPI_ISL_10571079
hCoV-19/USA/WA-S18472/2022	Omicron	EPI_ISL_10571088
hCoV-19/USA/WA-S18475/2022	Omicron	EPI_ISL_10571091
hCoV-19/USA/WA-S18474/2022	Omicron	EPI_ISL_10571090
hCoV-19/USA/WA-S17801/2022	Omicron	EPI_ISL_9638418
hCoV-19/USA/WA-S18479/2022	Omicron	EPI_ISL_10571095
hCoV-19/USA/WA-S17803/2022	Omicron	EPI_ISL_9638420
hCoV-19/USA/WA-S18476/2022	Omicron	EPI_ISL_10571092
hCoV-19/USA/WA-S18473/2022	Omicron	EPI_ISL_10571089
hCoV-19/USA/WA-S18489/2022	Omicron	EPI_ISL_10571105
hCoV-19/USA/WA-S18470/2022	Omicron	EPI_ISL_10571086
hCoV-19/USA/WA-S17807/2022	Omicron	EPI_ISL_9638424
hCoV-19/USA/WA-S18469/2022	Omicron	EPI_ISL_10571085
hCoV-19/USA/WA-S18468/2022	Omicron	EPI_ISL_10571084
hCoV-19/USA/WA-S18492/2022	Omicron	EPI_ISL_10571108
hCoV-19/USA/WA-S18496/2022	Omicron	EPI_ISL_10571112
hCoV-19/USA/WA-S18490/2022	Omicron	EPI_ISL_10571106
hCoV-19/USA/WA-S18485/2022	Omicron	EPI_ISL_10571101
hCoV-19/USA/WA-S18487/2022	Omicron	EPI_ISL_10571103
hCoV-19/USA/WA-S18478/2022	Omicron	EPI_ISL_10571094
hCoV-19/USA/WA-S18482/2022	Omicron	EPI_ISL_10571098
hCoV-19/USA/WA-S18498/2022	Omicron	EPI_ISL_10571114
hCoV-19/USA/WA-S18480/2022	Omicron	EPI_ISL_10571096
hCoV-19/USA/WA-S18500/2022	Omicron	EPI_ISL_10571116
hCoV-19/USA/WA-S18495/2022	Omicron	EPI_ISL_10571111
hCoV-19/USA/WA-S18481/2022	Omicron	EPI_ISL_10571097
hCoV-19/USA/WA-S18491/2022	Omicron	EPI_ISL_10571107
hCoV-19/USA/WA-S18483/2022	Omicron	EPI_ISL_10571099
hCoV-19/USA/WA-S18501/2022	Omicron	EPI_ISL_10571117
hCoV-19/USA/WA-S18497/2022	Omicron	EPI_ISL_10571113
hCoV-19/USA/WA-S18499/2022	Omicron	EPI_ISL_10571115
hCoV-19/USA/WA-S18486/2022	Omicron	EPI_ISL_10571102
hCoV-19/USA/WA-S18504/2022	Omicron	EPI_ISL_10571120
hCoV-19/USA/WA-S18503/2022	Omicron	EPI_ISL_10571119
hCoV-19/USA/WA-S18502/2022	Omicron	EPI_ISL_10571118
hCoV-19/USA/WA-S18509/2022	Omicron	EPI_ISL_10571125
hCoV-19/USA/WA-S18508/2022	Omicron	EPI_ISL_10571124
hCoV-19/USA/WA-S18510/2022	Omicron	EPI_ISL_10571126
hCoV-19/USA/WA-S18506/2022	Omicron	EPI_ISL_10571122
hCoV-19/USA/WA-S18521/2022	Omicron	EPI_ISL_10571137
hCoV-19/USA/WA-S18517/2022	Omicron	EPI_ISL_10571133
hCoV-19/USA/WA-S18512/2022	Omicron	EPI_ISL_10571128
hCoV-19/USA/WA-S18518/2022	Omicron	EPI_ISL_10571134
hCoV-19/USA/WA-S18519/2022	Omicron	EPI_ISL_10571135
hCoV-19/USA/WA-S18522/2022	Omicron	EPI_ISL_10571138
hCoV-19/USA/WA-S18513/2022	Omicron	EPI_ISL_10571129
hCoV-19/USA/WA-S18515/2022	Omicron	EPI_ISL_10571131
hCoV-19/USA/WA-S18523/2022	Omicron	EPI_ISL_10571139
hCoV-19/USA/WA-S18511/2022	Omicron	EPI_ISL_10571127
hCoV-19/USA/WA-S18524/2022	Omicron	EPI_ISL_10571140
hCoV-19/USA/WA-S18516/2022	Omicron	EPI_ISL_10571132
hCoV-19/USA/WA-S18514/2022	Omicron	EPI_ISL_10571130
hCoV-19/USA/WA-S18525/2022	Omicron	EPI_ISL_10571141
hCoV-19/USA/WA-S18520/2022	Omicron	EPI_ISL_10571136
hCoV-19/USA/WA-S18526/2022	Omicron	EPI_ISL_10571142
hCoV-19/USA/WA-S18528/2022	Omicron	EPI_ISL_10571144
hCoV-19/USA/WA-S18533/2022	Omicron	EPI_ISL_10571149
hCoV-19/USA/WA-S18527/2022	Omicron	EPI_ISL_10571143
hCoV-19/USA/WA-S18535/2022	Omicron	EPI_ISL_10571151
hCoV-19/USA/WA-S18530/2022	Omicron	EPI_ISL_10571146
hCoV-19/USA/WA-S18536/2022	Omicron	EPI_ISL_10571152
hCoV-19/USA/WA-S18537/2022	Omicron	EPI_ISL_10571153
hCoV-19/USA/WA-S18548/2022	Omicron	EPI_ISL_10571164
hCoV-19/USA/WA-S18547/2022	Omicron	EPI_ISL_10571163
hCoV-19/USA/WA-S18540/2022	Omicron	EPI_ISL_10571156
hCoV-19/USA/WA-S18529/2022	Omicron	EPI_ISL_10571145
hCoV-19/USA/WA-S18549/2022	Omicron	EPI_ISL_10571165
hCoV-19/USA/WA-S18531/2022	Omicron	EPI_ISL_10571147
hCoV-19/USA/WA-S18532/2022	Omicron	EPI_ISL_10571148
hCoV-19/USA/WA-S18538/2022	Omicron	EPI_ISL_10571154
hCoV-19/USA/WA-S18534/2022	Omicron	EPI_ISL_10571150
hCoV-19/USA/WA-S18545/2022	Omicron	EPI_ISL_10571161
hCoV-19/USA/WA-S18552/2022	Omicron	EPI_ISL_10571168
hCoV-19/USA/WA-S18546/2022	Omicron	EPI_ISL_10571162
hCoV-19/USA/WA-S18550/2022	Omicron	EPI_ISL_10571166
hCoV-19/USA/WA-S18563/2022	Omicron	EPI_ISL_10571179
hCoV-19/USA/WA-S18542/2022	Omicron	EPI_ISL_10571158
hCoV-19/USA/WA-S18556/2022	Omicron	EPI_ISL_10571172
hCoV-19/USA/WA-S18555/2022	Omicron	EPI_ISL_10571171
hCoV-19/USA/WA-S18553/2022	Omicron	EPI_ISL_10571169
hCoV-19/USA/WA-S18566/2022	Omicron	EPI_ISL_10571182
hCoV-19/USA/WA-S18543/2022	Omicron	EPI_ISL_10571159
hCoV-19/USA/WA-S18557/2022	Omicron	EPI_ISL_10571173
hCoV-19/USA/WA-S18551/2022	Omicron	EPI_ISL_10571167
hCoV-19/USA/WA-S18544/2022	Omicron	EPI_ISL_10571160
hCoV-19/USA/WA-S18562/2022	Omicron	EPI_ISL_10571178
hCoV-19/USA/WA-S18564/2022	Omicron	EPI_ISL_10571180
hCoV-19/USA/WA-S18572/2022	Omicron	EPI_ISL_10571188
hCoV-19/USA/WA-S18554/2022	Omicron	EPI_ISL_10571170
hCoV-19/USA/WA-S18560/2022	Omicron	EPI_ISL_10571176
hCoV-19/USA/WA-S18571/2022	Omicron	EPI_ISL_10571187
hCoV-19/USA/WA-S18582/2022	Omicron	EPI_ISL_10571198
hCoV-19/USA/WA-S18559/2022	Omicron	EPI_ISL_10571175
hCoV-19/USA/WA-S18570/2022	Omicron	EPI_ISL_10571186
hCoV-19/USA/WA-S18569/2022	Omicron	EPI_ISL_10571185
hCoV-19/USA/WA-S18573/2022	Omicron	EPI_ISL_10571189
hCoV-19/USA/WA-S18567/2022	Omicron	EPI_ISL_10571183
hCoV-19/USA/WA-S18575/2022	Omicron	EPI_ISL_10571191
hCoV-19/USA/WA-S18568/2022	Omicron	EPI_ISL_10571184
hCoV-19/USA/WA-S18558/2022	Omicron	EPI_ISL_10571174
hCoV-19/USA/WA-S18574/2022	Omicron	EPI_ISL_10571190
hCoV-19/USA/WA-S18576/2022	Omicron	EPI_ISL_10571192
hCoV-19/USA/WA-S18587/2022	Omicron	EPI_ISL_10571203
hCoV-19/USA/WA-S18580/2022	Omicron	EPI_ISL_10571196
hCoV-19/USA/WA-S18589/2022	Omicron	EPI_ISL_10571205
hCoV-19/USA/WA-S18578/2022	Omicron	EPI_ISL_10571194
hCoV-19/USA/WA-S18583/2022	Omicron	EPI_ISL_10571199
hCoV-19/USA/WA-S18579/2022	Omicron	EPI_ISL_10571195
hCoV-19/USA/WA-S18577/2022	Omicron	EPI_ISL_10571193
